"flux_phi_1:0","flux_phi_1:1","flux_phi_1:2","flux_phi_2:0","flux_phi_2:1","flux_phi_2:2","flux_phi_3:0","flux_phi_3:1","flux_phi_3:2","phi_1","phi_2","phi_3","Points:0","Points:1","Points:2"
0,0,0,0,0,0,0,0,0,0.80599,1,0.35472,1.4,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.78285,1,0.35665,1.35,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.75739,1,0.35857,1.3,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.72955,1,0.36044,1.25,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.6985,1,0.36221,1.2,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.66322,1,0.3638,1.15,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.63322,1,0.36514,1.1,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.57466,1,0.36606,1.05,0.2,0,1.0e-14
-0.087517,0,0,-4.095e-16,0,0,0.0027514,-0,-0,0.56388,1,0.36624,1,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93271,1,0.34218,1.95,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93352,1,0.34208,2,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.9303,1,0.3425,1.9,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92626,1,0.34302,1.85,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92059,1,0.34375,1.8,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91326,1,0.34467,1.75,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90424,1,0.3458,1.7,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89351,1,0.34711,1.65,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.88101,1,0.34861,1.6,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.8667,1,0.35028,1.55,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85053,1,0.35211,1.5,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.83243,1,0.35408,1.45,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.81229,1,0.35615,1.4,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.78999,1,0.35829,1.35,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.76542,1,0.36046,1.3,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.73845,1,0.3626,1.25,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.70813,1,0.36471,1.2,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.67322,1,0.36671,1.15,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.64277,1,0.36851,1.1,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.58232,1,0.36981,1.05,0.15,0,1.0e-14
-0.096293,0,0,1.9673e-15,-0,-0,0.0026743,-0,-0,0.56839,1,0.37015,1,0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.9347,1,0.34266,1.95,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93548,1,0.34255,2,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93238,1,0.34299,1.9,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.9285,1,0.34354,1.85,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92305,1,0.34431,1.8,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.916,1,0.34529,1.75,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90735,1,0.34649,1.7,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89705,1,0.34789,1.65,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.88507,1,0.34949,1.6,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.87138,1,0.35129,1.55,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85592,1,0.35328,1.5,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.83864,1,0.35543,1.45,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.81945,1,0.35771,1.4,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.79822,1,0.36009,1.35,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.77484,1,0.36252,1.3,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.74917,1,0.36501,1.25,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.72021,1,0.36757,1.2,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.68662,1,0.37023,1.15,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.65673,1,0.37286,1.1,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.59428,1,0.37503,1.05,0.1,0,1.0e-14
-0.11081,0,0,-1.334e-15,0,0,0.002575,-0,-0,0.57348,1,0.37566,1,0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93681,1,0.34317,1.95,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93755,1,0.34305,2,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93459,1,0.34352,1.9,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93087,1,0.3441,1.85,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92565,1,0.34491,1.8,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91892,1,0.34595,1.75,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91065,1,0.34721,1.7,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90083,1,0.34871,1.65,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.88942,1,0.35042,1.6,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.87641,1,0.35236,1.55,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.86175,1,0.35451,1.5,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.84541,1,0.35685,1.45,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.82731,1,0.35935,1.4,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.80737,1,0.36198,1.35,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.78549,1,0.36472,1.3,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.76157,1,0.36759,1.25,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.73478,1,0.37072,1.2,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.70372,1,0.37432,1.15,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.67654,1,0.37834,1.1,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.61463,1,0.38153,1.05,0.05,0,1.0e-14
-0.14584,0,0,1.0294e-15,-0,-0,0.002435,-0,-0,0.59116,1,0.38347,1,0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93899,1,0.34369,1.95,-5.5511e-17,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93969,1,0.34357,2,0,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93686,1,0.34405,1.9,0,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93332,1,0.34466,1.85,0,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92834,1,0.34552,1.8,0,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92193,1,0.34662,1.75,0,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91408,1,0.34796,1.7,-5.5511e-17,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90476,1,0.34954,1.65,0,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89396,1,0.35138,1.6,0,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.88167,1,0.35345,1.55,0,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.86788,1,0.35577,1.5,0,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85256,1,0.3583,1.45,0,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.83568,1,0.36103,1.4,0,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.81719,1,0.36392,1.35,0,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.79707,1,0.36696,1.3,0,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.77528,1,0.37025,1.25,0,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.75134,1,0.37403,1.2,0,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.72449,1,0.37873,1.15,0,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.69922,1,0.38453,1.1,0,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.65694,1,0.38943,1.05,0,0,1.0e-14
-0.20518,0,0,-1.3715e-15,0,0,0.21786,-0,-0,0.62667,1,0.38336,1,0,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94117,1,0.34421,1.95,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94184,1,0.34408,2,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93915,1,0.34459,1.9,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93578,1,0.34523,1.85,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93106,1,0.34613,1.8,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92498,1,0.34728,1.75,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91754,1,0.3487,1.7,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90874,1,0.35038,1.65,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89857,1,0.35232,1.6,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.88703,1,0.35454,1.55,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.87413,1,0.35702,1.5,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85989,1,0.35975,1.45,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.84429,1,0.3627,1.4,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.82737,1,0.36584,1.35,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.80915,1,0.36919,1.3,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.78971,1,0.37287,1.25,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.76897,1,0.37728,1.2,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.74703,1,0.38307,1.15,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.72473,1,0.39059,1.1,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.70471,1,0.39708,1.05,-0.05,0,1.0e-14
-0.0037926,0,0,-1.4545e-15,0,0,0.20316,-0,-0,0.68929,1,0.38281,1,-0.05,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94331,1,0.34471,1.95,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94395,1,0.34458,2,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94139,1,0.34511,1.9,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.9382,1,0.34578,1.85,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93372,1,0.34672,1.8,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92797,1,0.34793,1.75,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92095,1,0.34942,1.7,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91266,1,0.35119,1.65,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90312,1,0.35325,1.6,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89233,1,0.3556,1.55,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.88034,1,0.35824,1.5,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.86717,1,0.36115,1.45,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85287,1,0.36431,1.4,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.83752,1,0.36769,1.35,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.82122,1,0.37131,1.3,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.80416,1,0.37536,1.25,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.78658,1,0.3803,1.2,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.76886,1,0.38694,1.15,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.75223,1,0.39572,1.1,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.73911,1,0.40296,1.05,-0.1,0,1.0e-14
-0.0046655,0,0,1.7899e-16,-0,-0,0.19111,-0,-0,0.7349,1,0.38953,1,-0.1,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94535,1,0.34519,1.95,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94596,1,0.34505,2,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94354,1,0.34561,1.9,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94051,1,0.3463,1.85,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93627,1,0.34728,1.8,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93084,1,0.34855,1.75,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92422,1,0.3501,1.7,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91643,1,0.35195,1.65,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90748,1,0.35412,1.6,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89743,1,0.35659,1.55,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.8863,1,0.35938,1.5,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.87417,1,0.36246,1.45,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.86112,1,0.36581,1.4,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.84727,1,0.36941,1.35,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.83279,1,0.37328,1.3,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.81793,1,0.37762,1.25,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.80307,1,0.38295,1.2,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.78881,1,0.39016,1.15,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.77625,1,0.3996,1.1,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.76651,1,0.40746,1.05,-0.15,0,1.0e-14
-0.0052567,0,0,-1.2205e-16,0,0,0.18323,-0,-0,0.7612,1,0.39393,1,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94725,1,0.34563,1.95,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94782,1,0.34549,2,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94552,1,0.34606,1.9,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94265,1,0.34679,1.85,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93864,1,0.3478,1.8,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.9335,1,0.34911,1.75,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92725,1,0.35073,1.7,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91992,1,0.35266,1.65,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91155,1,0.35491,1.6,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90216,1,0.3575,1.55,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89185,1,0.36042,1.5,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.88068,1,0.36365,1.45,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.86877,1,0.36718,1.4,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85628,1,0.37096,1.35,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.84341,1,0.37503,1.3,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.83044,1,0.3796,1.25,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.81779,1,0.38521,1.2,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.80601,1,0.39273,1.15,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.79597,1,0.40248,1.1,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.78811,1,0.41051,1.05,-0.2,0,1.0e-14
-0.0057083,0,0,1.9109e-16,-0,-0,0.17745,-0,-0,0.78385,1,0.39687,1,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94894,1,0.34602,1.95,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94949,1,0.34588,2,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.9473,1,0.34647,1.9,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94457,1,0.34721,1.85,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94076,1,0.34826,1.8,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93589,1,0.34962,1.75,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92998,1,0.35129,1.7,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92306,1,0.35328,1.65,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91519,1,0.35562,1.6,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90641,1,0.3583,1.55,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89682,1,0.36133,1.5,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.8865,1,0.3647,1.45,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.8756,1,0.36837,1.4,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.86427,1,0.37231,1.35,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85275,1,0.37655,1.3,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.84133,1,0.38129,1.25,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.83036,1,0.38707,1.2,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.82031,1,0.39475,1.15,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.81181,1,0.40463,1.1,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.80506,1,0.41268,1.05,-0.25,0,1.0e-14
-0.0060586,0,0,-4.0452e-16,0,0,0.1731,-0,-0,0.80103,1,0.39892,1,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.9504,1,0.34636,1.95,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.95092,1,0.34621,2,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94882,1,0.34682,1.9,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94621,1,0.34758,1.85,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94258,1,0.34865,1.8,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93793,1,0.35004,1.75,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93231,1,0.35176,1.7,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92575,1,0.35381,1.65,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91831,1,0.35622,1.6,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91005,1,0.35898,1.55,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90107,1,0.36211,1.5,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89147,1,0.36558,1.45,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.8814,1,0.36937,1.4,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.87103,1,0.37343,1.35,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.8606,1,0.3778,1.3,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85036,1,0.38267,1.25,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.84064,1,0.38856,1.2,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.83178,1,0.39633,1.15,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.8243,1,0.40626,1.1,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.81818,1,0.41429,1.05,-0.3,0,1.0e-14
-0.0063286,0,0,5.4278e-17,-0,-0,0.16984,-0,-0,0.8143,1,0.40042,1,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.95157,1,0.34663,1.95,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.95207,1,0.34648,2,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.95005,1,0.3471,1.9,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94754,1,0.34787,1.85,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94404,1,0.34897,1.8,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93958,1,0.35039,1.75,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.9342,1,0.35214,1.7,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92793,1,0.35424,1.65,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92083,1,0.35669,1.6,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91299,1,0.35952,1.55,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90449,1,0.36272,1.5,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89546,1,0.36628,1.45,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.88604,1,0.37016,1.4,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.87642,1,0.37432,1.35,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.86679,1,0.37878,1.3,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85743,1,0.38374,1.25,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.84859,1,0.38971,1.2,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.84055,1,0.39753,1.15,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.83373,1,0.40747,1.1,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.82803,1,0.41547,1.05,-0.35,0,1.0e-14
-0.0065299,0,0,2.3564e-16,-0,-0,0.16745,-0,-0,0.82422,1,0.40152,1,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.95243,1,0.34683,1.95,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.95292,1,0.34667,2,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.95096,1,0.3473,1.9,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94851,1,0.34809,1.85,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94512,1,0.3492,1.8,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94079,1,0.35064,1.75,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93558,1,0.35242,1.7,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92952,1,0.35455,1.65,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92268,1,0.35704,1.6,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91514,1,0.35991,1.55,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.907,1,0.36317,1.5,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89838,1,0.36678,1.45,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.88943,1,0.37073,1.4,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.88032,1,0.37496,1.35,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.87127,1,0.37949,1.3,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.86249,1,0.38451,1.25,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85424,1,0.39053,1.2,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.84673,1,0.39838,1.15,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.84033,1,0.40832,1.1,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.83488,1,0.41629,1.05,-0.4,0,1.0e-14
-0.0066695,0,0,-1.9785e-17,0,0,0.16582,-0,-0,0.83111,1,0.40228,1,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.95295,1,0.34695,1.95,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.95344,1,0.34679,2,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.95151,1,0.34742,1.9,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94911,1,0.34822,1.85,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94577,1,0.34934,1.8,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94153,1,0.35079,1.75,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93642,1,0.35258,1.7,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93049,1,0.35473,1.65,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92381,1,0.35725,1.6,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91645,1,0.36015,1.55,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90852,1,0.36344,1.5,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90015,1,0.36709,1.45,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89148,1,0.37107,1.4,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.88268,1,0.37534,1.35,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.87396,1,0.37991,1.3,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.86553,1,0.38497,1.25,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85761,1,0.39101,1.2,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.8504,1,0.39888,1.15,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.84423,1,0.40883,1.1,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.83891,1,0.41678,1.05,-0.45,0,1.0e-14
-0.0067518,0,0,3.1454e-16,-0,-0,0.16487,-0,-0,0.83517,1,0.40273,1,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.95313,1,0.34699,1.95,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.95361,1,0.34683,2,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.95169,1,0.34747,1.9,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.94931,1,0.34826,1.85,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.946,1,0.34939,1.8,-0.5,0,1.0e-14
